OrderDate,Category,City,Country,CustomerName,Discount,OrderID,PostalCode,Profit,Quantity,Account,Sales,Segment,ShipDate,ShipMode,State,Sub_Category,DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude
2011-01-17,Furniture,Philadelphia,United States,Delfina Latchford,0.2,CA-2011-115791,19134,29,6,A Datum Corporation,127,Consumer,2011-01-19,Second Class,Pennsylvania,Furnishings,2,167,Shipped Early,3,null,127.1,22.5,null,39.9925,-75.1133
2011-01-17,Technology,Philadelphia,United States,Delfina Latchford,0.4,CA-2011-115791,19134,-31,3,A Datum Corporation,124,Consumer,2011-01-19,Second Class,Pennsylvania,Phones,2,163,Shipped Early,3,null,124.2,-25,null,39.9925,-75.1133
2011-01-20,Furniture,Scottsdale,United States,Toby Swindell,0.7,CA-2011-146591,85254,-321,5,Alpine Ski House,181,Consumer,2011-01-21,First Class,Arizona,Bookcases,1,238,Shipped On Time,1,null,181.47,-176.7,null,33.6165,-111.9554
2011-01-21,Furniture,Jonesboro,United States,Hunter Lopez,0,US-2011-147627,72401,12,4,Fabrikam Inc,39,Consumer,2011-01-27,Standard Class,Arkansas,Furnishings,6,51,Shipped On Time,6,null,38.6,30,null,35.833,-90.6965
2011-01-21,Furniture,Jonesboro,United States,Hunter Lopez,0,US-2011-147627,72401,224,3,Fabrikam Inc,1068,Consumer,2011-01-27,Standard Class,Arkansas,Chairs,6,1399,Shipped On Time,6,null,1067.94,21,null,35.833,-90.6965
2011-01-21,Furniture,Los Angeles,United States,Mark Van Huff,0,CA-2011-148614,90049,6,2,Alpine Ski House,19,Consumer,2011-01-26,Standard Class,California,Furnishings,5,25,Shipped Early,6,null,19.3,30,null,34.066,-118.474
2011-01-21,Furniture,Westland,United States,Xylona Preis,0,CA-2011-167927,48185,30,3,Northwind Traders,273,Consumer,2011-01-27,Standard Class,Michigan,Furnishings,6,358,Shipped On Time,6,null,272.94,11,null,42.3358,-83.3846
2011-01-21,Furniture,Westland,United States,Xylona Preis,0,CA-2011-167927,48185,5,3,Northwind Traders,15,Consumer,2011-01-27,Standard Class,Michigan,Furnishings,6,19,Shipped On Time,6,null,14.73,33,null,42.3358,-83.3846
2011-01-21,Technology,Jonesboro,United States,Hunter Lopez,0,US-2011-147627,72401,182,7,Fabrikam Inc,700,Consumer,2011-01-27,Standard Class,Arkansas,Phones,6,917,Shipped On Time,6,null,699.93,26,null,35.833,-90.6965
2011-01-22,Furniture,Miami,United States,Tom Boeckenhauer,0.2,CA-2011-110422,33180,4,3,Fabrikam Inc,25,Consumer,2011-01-24,Second Class,Florida,Furnishings,2,33,Shipped Early,3,null,25.25,16.3,null,25.9597,-80.1403
2011-01-27,Furniture,Alexandria,United States,Shirley Daniels,0,US-2011-155502,22304,4,3,Fabrikam Inc,12,Home Office,2011-02-01,Standard Class,Virginia,Furnishings,5,16,Shipped Early,6,null,12.42,36,null,38.8149,-77.121
2011-01-27,Furniture,Alexandria,United States,Shirley Daniels,0,US-2011-155502,22304,31,3,Fabrikam Inc,63,Home Office,2011-02-01,Standard Class,Virginia,Furnishings,5,82,Shipped Early,6,null,62.82,49,null,38.8149,-77.121
2011-01-27,Furniture,Rapid City,United States,Carol Adams,0,CA-2011-167997,57701,40,2,Northwind Traders,142,Corporate,2011-01-30,First Class,South Dakota,Bookcases,3,186,Shipped Late,1,null,141.96,28,null,44.1415,-103.2052
2011-01-27,Technology,Alexandria,United States,Shirley Daniels,0,US-2011-155502,22304,53,2,Fabrikam Inc,188,Home Office,2011-02-01,Standard Class,Virginia,Phones,5,246,Shipped Early,6,null,187.98,28,null,38.8149,-77.121
2011-01-27,Technology,Alexandria,United States,Shirley Daniels,0,US-2011-155502,22304,0,13,Fabrikam Inc,155,Home Office,2011-02-01,Standard Class,Virginia,Phones,5,204,Shipped Early,6,null,155.35,0,null,38.8149,-77.121
2011-01-28,Furniture,San Diego,United States,Ed Jacobs,0.2,US-2011-117163,92037,-17,3,Alpine Ski House,333,Consumer,2011-02-03,Standard Class,California,Tables,6,436,Shipped On Time,6,null,333,-5,null,32.8455,-117.2521
2011-02-01,Furniture,Mission Viejo,United States,Liz Carlisle,0.15,CA-2011-115161,92691,3,2,Alpine Ski House,291,Consumer,2011-02-03,First Class,California,Bookcases,2,381,Shipped Late,1,null,290.67,1.2,null,33.6128,-117.6622
2011-02-02,Technology,Green Bay,United States,Bradley Drucker,0,CA-2011-140795,54302,206,6,Northwind Traders,469,Consumer,2011-02-04,First Class,Wisconsin,Accessories,2,614,Shipped Late,1,null,468.9,44,null,44.5025,-87.9771
2011-02-03,Technology,Saint Petersburg,United States,Eric Barreto,0.2,CA-2011-123400,33710,14,5,Fabrikam Inc,181,Consumer,2011-02-10,Standard Class,Florida,Phones,7,237,Shipped Late,6,null,180.96,7.5,null,27.7898,-82.7243
2011-02-07,Technology,Chesapeake,United States,Neil Ducich,0,CA-2011-131905,23320,42,5,Fabrikam Inc,145,Corporate,2011-02-10,First Class,Virginia,Phones,3,190,Shipped Late,1,null,144.95,29,null,36.7352,-76.2384
2011-02-07,Technology,Chesapeake,United States,Neil Ducich,0,CA-2011-131905,23320,42,1,Fabrikam Inc,162,Corporate,2011-02-10,First Class,Virginia,Phones,3,212,Shipped Late,1,null,161.61,26,null,36.7352,-76.2384
2011-02-08,Technology,Linden,United States,Cyma Kinney,0,CA-2011-107755,7036,50,7,A Datum Corporation,115,Corporate,2011-02-13,Standard Class,New Jersey,Accessories,5,151,Shipped Early,6,null,115.36,43,null,40.6354,-74.2556
2011-02-09,Furniture,North Las Vegas,United States,Nathan Mautz,0,CA-2011-125759,89031,6,2,Alpine Ski House,15,Home Office,2011-02-10,First Class,Nevada,Furnishings,1,19,Shipped On Time,1,null,14.56,38,null,36.2589,-115.1718
2011-02-12,Furniture,Chesapeake,United States,Natalie Fritzler,0,CA-2011-127614,23320,75,6,Fabrikam Inc,1256,Consumer,2011-02-16,Standard Class,Virginia,Tables,4,1646,Shipped Early,6,null,1256.22,6,null,36.7352,-76.2384
2011-02-12,Furniture,Columbia,United States,Guy Armstrong,0,CA-2011-168368,65203,15,1,Northwind Traders,61,Consumer,2011-02-16,Second Class,Missouri,Chairs,4,80,Shipped Late,3,null,60.89,25,null,38.9348,-92.3639
2011-02-12,Furniture,Columbia,United States,Guy Armstrong,0,CA-2011-168368,65203,53,3,Northwind Traders,333,Consumer,2011-02-16,Second Class,Missouri,Furnishings,4,436,Shipped Late,3,null,332.94,16,null,38.9348,-92.3639
2011-02-12,Technology,Chesapeake,United States,Natalie Fritzler,0,CA-2011-127614,23320,103,3,Fabrikam Inc,234,Consumer,2011-02-16,Standard Class,Virginia,Accessories,4,307,Shipped Early,6,null,234.45,44,null,36.7352,-76.2384
2011-02-13,Furniture,Concord,United States,Sanjit Chand,0.2,US-2011-110674,94521,-24,2,Alpine Ski House,130,Consumer,2011-02-19,Standard Class,California,Chairs,6,170,Shipped On Time,6,null,129.57,-18.8,null,37.9575,-121.975
2011-02-15,Technology,Seattle,United States,Marina Lichtenstein,0,CA-2011-121762,98103,86,3,Alpine Ski House,240,Corporate,2011-02-19,Standard Class,Washington,Accessories,4,314,Shipped Early,6,null,239.97,36,null,47.6733,-122.3426
2011-02-19,Furniture,Lubbock,United States,Troy Blackwell,0.6,US-2011-165589,79424,-11,5,Northwind Traders,25,Consumer,2011-02-19,Same Day,Texas,Furnishings,0,33,Shipped On Time,0,null,25.16,-45,null,33.5159,-101.9344
2011-02-21,Furniture,Richmond,United States,Linda Cazamias,0,CA-2011-109491,47374,7,4,Northwind Traders,20,Corporate,2011-02-27,Standard Class,Indiana,Furnishings,6,27,Shipped On Time,6,null,20.32,34,null,39.8324,-84.8936
2011-02-21,Technology,Richmond,United States,Linda Cazamias,0,CA-2011-109491,47374,22,3,Northwind Traders,62,Corporate,2011-02-27,Standard Class,Indiana,Accessories,6,82,Shipped On Time,6,null,62.31,36,null,39.8324,-84.8936
2011-03-01,Furniture,El Paso,United States,Shahid Collister,0.6,CA-2011-131009,79907,-35,6,Northwind Traders,64,Consumer,2011-03-05,Standard Class,Texas,Furnishings,4,83,Shipped Early,6,null,63.55,-55,null,31.7089,-106.3293
2011-03-01,Furniture,El Paso,United States,Shahid Collister,0.3,CA-2011-131009,79907,0,6,Northwind Traders,362,Consumer,2011-03-05,Standard Class,Texas,Chairs,4,475,Shipped Early,6,null,362.25,0,null,31.7089,-106.3293
2011-03-01,Furniture,Elmhurst,United States,Vicky Freymann,0.3,CA-2011-113880,60126,-172,6,Northwind Traders,634,Home Office,2011-03-05,Standard Class,Illinois,Chairs,4,831,Shipped Early,6,null,634.12,-27.1,null,41.8927,-87.941
2011-03-01,Furniture,Houston,United States,Giulietta Weimer,0.3,CA-2011-168312,77036,-43,3,Northwind Traders,377,Consumer,2011-03-07,Standard Class,Texas,Tables,6,493,Shipped On Time,6,null,376.51,-11.4,null,29.6984,-95.5405
2011-03-01,Furniture,Seattle,United States,Dave Brooks,0.2,CA-2011-104269,98115,51,2,Alpine Ski House,458,Consumer,2011-03-06,Second Class,Washington,Chairs,5,600,Shipped Late,3,null,457.57,11.3,null,47.6849,-122.2968
2011-03-01,Technology,New York City,United States,Hallie Redmond,0,US-2011-143707,10035,2,3,A Datum Corporation,6,Home Office,2011-03-05,Standard Class,New York,Phones,4,8,Shipped Early,6,null,5.94,27,null,40.8011,-73.9371
2011-03-02,Technology,Philadelphia,United States,Nicole Hansen,0.2,CA-2011-111157,19120,32,3,A Datum Corporation,151,Corporate,2011-03-06,Standard Class,Pennsylvania,Accessories,4,198,Shipped Early,6,null,151.2,21.3,null,40.0343,-75.1213
2011-03-03,Furniture,Columbus,United States,Jill Stevenson,0.5,US-2011-127978,43229,-200,5,A Datum Corporation,302,Corporate,2011-03-08,Standard Class,Ohio,Bookcases,5,396,Shipped Early,6,null,302.45,-66,null,40.0839,-82.9726
2011-03-03,Furniture,San Diego,United States,Eva Jacobs,0.2,CA-2011-105648,92037,-23,3,Alpine Ski House,626,Consumer,2011-03-07,Standard Class,California,Tables,4,821,Shipped Early,6,null,626.35,-3.8,null,32.8455,-117.2521
2011-03-03,Technology,New York City,United States,Anne Pryor,0,CA-2011-127964,10035,5,1,A Datum Corporation,10,Home Office,2011-03-08,Standard Class,New York,Phones,5,13,Shipped Early,6,null,9.99,46,null,40.8011,-73.9371
2011-03-05,Technology,Yonkers,United States,Aimee Bixby,0,CA-2011-169061,10701,178,3,A Datum Corporation,480,Consumer,2011-03-08,Second Class,New York,Accessories,3,629,Shipped On Time,3,null,479.97,37,null,40.9461,-73.8669
2011-03-07,Furniture,Seattle,United States,Aaron Bergman,0.2,CA-2011-156587,98103,5,1,Alpine Ski House,49,Consumer,2011-03-08,First Class,Washington,Chairs,1,64,Shipped On Time,1,null,48.71,11.3,null,47.6733,-122.3426
2011-03-07,Furniture,Seattle,United States,Craig Molinari,0.2,CA-2011-104563,98103,54,2,Alpine Ski House,482,Corporate,2011-03-12,Standard Class,Washington,Chairs,5,631,Shipped Early,6,null,481.57,11.3,null,47.6733,-122.3426
2011-03-07,Furniture,Seattle,United States,Craig Molinari,0.2,CA-2011-104563,98103,22,6,Alpine Ski House,437,Corporate,2011-03-12,Standard Class,Washington,Chairs,5,572,Shipped Early,6,null,436.7,5,null,47.6733,-122.3426
2011-03-11,Furniture,Columbus,United States,Chloris Kastensmidt,0.2,CA-2011-166884,43229,2,5,A Datum Corporation,8,Consumer,2011-03-16,Second Class,Ohio,Furnishings,5,11,Shipped Late,3,null,8.32,27.5,null,40.0839,-82.9726
2011-03-11,Technology,Richmond,United States,Filia McAdams,0,CA-2011-114790,40475,14,2,Fabrikam Inc,33,Corporate,2011-03-13,Second Class,Kentucky,Accessories,2,43,Shipped Early,3,null,32.96,43,null,37.7546,-84.2955
2011-03-11,Technology,Richmond,United States,Filia McAdams,0,CA-2011-114790,40475,165,3,Fabrikam Inc,588,Corporate,2011-03-13,Second Class,Kentucky,Phones,2,770,Shipped Early,3,null,587.97,28,null,37.7546,-84.2955
2011-03-14,Furniture,Chesapeake,United States,Christine Kargatis,0,US-2011-125521,23320,285,4,Fabrikam Inc,1140,Home Office,2011-03-19,Standard Class,Virginia,Chairs,5,1494,Shipped Early,6,null,1139.92,25,null,36.7352,-76.2384
2011-03-14,Technology,Chicago,United States,Rick Bensley,0.3,CA-2011-152618,60653,156,2,Northwind Traders,575,Home Office,2011-03-17,First Class,Illinois,Machines,3,753,Shipped Late,1,null,574.91,27.1,null,41.8196,-87.6126
2011-03-14,Technology,Logan,United States,Jason Fortune-,0,CA-2011-114510,84321,7,12,Alpine Ski House,83,Consumer,2011-03-19,Standard Class,Utah,Accessories,5,109,Shipped Early,6,null,82.8,8,null,41.747,-111.8226
2011-03-15,Furniture,Tampa,United States,Alan Shonely,0.2,CA-2011-149958,33614,5,3,Fabrikam Inc,46,Consumer,2011-03-19,Standard Class,Florida,Furnishings,4,60,Shipped Early,6,null,45.7,11.3,null,28.0091,-82.5034
2011-03-16,Technology,Raleigh,United States,Kristina Nunn,0.2,CA-2011-157609,27604,29,2,Fabrikam Inc,472,Home Office,2011-03-21,Second Class,North Carolina,Phones,5,618,Shipped Late,3,null,471.92,6.3,null,35.8334,-78.5799
2011-03-17,Furniture,New York City,United States,Christine Phan,0.4,US-2011-148838,10024,-554,4,A Datum Corporation,1072,Corporate,2011-03-21,Standard Class,New York,Tables,4,1404,Shipped Early,6,null,1071.58,-51.7,null,40.7864,-73.9764
2011-03-17,Furniture,New York City,United States,Christine Phan,0.4,US-2011-148838,10024,-448,7,A Datum Corporation,1580,Corporate,2011-03-21,Standard Class,New York,Tables,4,2070,Shipped Early,6,null,1579.75,-28.3,null,40.7864,-73.9764
2011-03-17,Furniture,New York City,United States,Christine Phan,0.4,US-2011-148838,10024,-123,3,A Datum Corporation,614,Corporate,2011-03-21,Standard Class,New York,Tables,4,804,Shipped Early,6,null,613.91,-20,null,40.7864,-73.9764
2011-03-18,Furniture,Burbank,United States,Sample Company A,0,US-2011-131275,91505,14,2,Alpine Ski House,111,Home Office,2011-03-24,Standard Class,California,Furnishings,6,145,Shipped On Time,6,null,111,13,null,34.169,-118.3442
2011-03-18,Furniture,Jacksonville,United States,Sean Miller,0.2,CA-2011-145317,32216,15,3,Fabrikam Inc,122,Home Office,2011-03-23,Standard Class,Florida,Furnishings,5,160,Shipped Early,6,null,122.35,12.5,null,30.2787,-81.5831
2011-03-18,Furniture,Jacksonville,United States,Sean Miller,0.2,CA-2011-145317,32216,8,2,Fabrikam Inc,31,Home Office,2011-03-23,Standard Class,Florida,Furnishings,5,40,Shipped Early,6,null,30.77,26.3,null,30.2787,-81.5831
2011-03-18,Furniture,San Francisco,United States,Eileen Kiefer,0.15,CA-2011-111871,94110,70,10,Alpine Ski House,1198,Home Office,2011-03-21,Second Class,California,Bookcases,3,1570,Shipped On Time,3,null,1198.33,5.9,null,37.7509,-122.4153
2011-03-18,Technology,Burbank,United States,Sample Company A,0.2,US-2011-131275,91505,416,4,Alpine Ski House,1280,Home Office,2011-03-24,Standard Class,California,Machines,6,1677,Shipped On Time,6,null,1279.97,32.5,null,34.169,-118.3442
2011-03-18,Technology,Jacksonville,United States,Sean Miller,0.5,CA-2011-145317,32216,-1811,6,Fabrikam Inc,22638,Home Office,2011-03-23,Standard Class,Florida,Machines,5,29665,Shipped Early,6,null,22638.48,-8,null,30.2787,-81.5831
2011-03-18,Technology,Jacksonville,United States,Sean Miller,0.5,CA-2011-145317,32216,-16,4,Fabrikam Inc,821,Home Office,2011-03-23,Standard Class,Florida,Machines,5,1076,Shipped Early,6,null,821.3,-2,null,30.2787,-81.5831
2011-03-19,Furniture,Lakeland,United States,Matt Connell,0.2,CA-2011-103989,33801,6,3,Fabrikam Inc,20,Corporate,2011-03-21,First Class,Florida,Furnishings,2,26,Shipped Late,1,null,20.02,27.5,null,28.0381,-81.9392
2011-03-19,Furniture,Lakeland,United States,Matt Connell,0.2,CA-2011-103989,33801,1,3,Fabrikam Inc,5,Corporate,2011-03-21,First Class,Florida,Furnishings,2,7,Shipped Late,1,null,4.99,27.5,null,28.0381,-81.9392
2011-03-19,Technology,Lakeland,United States,Matt Connell,0.2,CA-2011-103989,33801,28,3,Fabrikam Inc,324,Corporate,2011-03-21,First Class,Florida,Phones,2,425,Shipped Late,1,null,323.98,8.7,null,28.0381,-81.9392
2011-03-19,Technology,Lakeland,United States,Matt Connell,0.2,CA-2011-103989,33801,53,2,Fabrikam Inc,170,Corporate,2011-03-21,First Class,Florida,Accessories,2,223,Shipped Late,1,null,170.24,31.3,null,28.0381,-81.9392
2011-03-21,Furniture,Knoxville,United States,Gary McGarr,0.2,US-2011-155544,37918,7,3,Fabrikam Inc,33,Consumer,2011-03-25,Standard Class,Tennessee,Furnishings,4,43,Shipped Early,6,null,32.95,20,null,36.0501,-83.9226
2011-03-21,Furniture,Knoxville,United States,Gary McGarr,0.2,US-2011-155544,37918,-11,3,Fabrikam Inc,218,Consumer,2011-03-25,Standard Class,Tennessee,Chairs,4,286,Shipped Early,6,null,218.38,-5,null,36.0501,-83.9226
2011-03-21,Technology,Springfield,United States,Kristen Hastings,0,CA-2011-163223,22153,910,7,Fabrikam Inc,3500,Corporate,2011-03-25,Standard Class,Virginia,Phones,4,4586,Shipped Early,6,null,3499.93,26,null,38.7449,-77.237
2011-03-22,Furniture,Tucson,United States,Beth Fritzler,0.2,CA-2011-148040,85705,-35,3,Alpine Ski House,314,Corporate,2011-03-26,Standard Class,Arizona,Chairs,4,412,Shipped Early,6,null,314.35,-11.3,null,32.2691,-110.9845
2011-03-23,Technology,Los Angeles,United States,Patrick ODonnell,0.2,CA-2011-120838,90036,38,6,Alpine Ski House,605,Consumer,2011-03-26,Second Class,California,Phones,3,792,Shipped On Time,3,null,604.75,6.3,null,34.0699,-118.3492
2011-03-24,Furniture,Fresno,United States,Maurice Satty,0,CA-2011-143637,93727,15,2,Alpine Ski House,40,Consumer,2011-03-29,Second Class,California,Furnishings,5,53,Shipped Late,3,null,40.48,36,null,36.7528,-119.7061
2011-03-25,Furniture,New York City,United States,Annie Zypern,0.1,CA-2011-148586,10009,65,7,A Datum Corporation,367,Consumer,2011-04-01,Standard Class,New York,Chairs,7,481,Shipped Late,6,null,366.79,17.8,null,40.7262,-73.9796
2011-03-25,Technology,San Francisco,United States,Christina Anderson,0,CA-2011-128237,94110,16,4,Alpine Ski House,45,Consumer,2011-03-30,Standard Class,California,Accessories,5,60,Shipped Early,6,null,45.48,35,null,37.7509,-122.4153
2011-03-26,Technology,Los Angeles,United States,Jonathan Doherty,0,CA-2011-138436,90036,9,3,Alpine Ski House,66,Corporate,2011-03-30,Standard Class,California,Accessories,4,87,Shipped Early,6,null,66.3,13,null,34.0699,-118.3492
2011-03-26,Technology,San Francisco,United States,Damala Kotsonis,0.2,CA-2011-141838,94122,3,2,Alpine Ski House,29,Corporate,2011-03-31,Second Class,California,Phones,5,38,Shipped Late,3,null,28.78,10,null,37.7593,-122.4836
2011-03-28,Furniture,Des Moines,United States,Christina VanderZanden,0,US-2011-137869,50315,107,4,Northwind Traders,1185,Consumer,2011-04-02,Standard Class,Iowa,Tables,5,1552,Shipped Early,6,null,1184.72,9,null,41.5444,-93.6192
2011-03-28,Furniture,Springfield,United States,Mike Pelletier,0.4,US-2011-117380,45503,-143,1,A Datum Corporation,331,Home Office,2011-04-03,Standard Class,Ohio,Tables,6,433,Shipped On Time,6,null,330.59,-43.3,null,39.9528,-83.7804
2011-03-28,Technology,Albuquerque,United States,Daniel Raglin,0.2,CA-2011-100881,87105,23,3,Alpine Ski House,302,Home Office,2011-04-01,Standard Class,New Mexico,Phones,4,396,Shipped Early,6,null,302.38,7.5,null,35.0448,-106.6893
2011-03-29,Furniture,Plano,United States,Mike Gockenbach,0.3,CA-2011-137274,75023,-153,3,Northwind Traders,891,Consumer,2011-04-02,Standard Class,Texas,Tables,4,1167,Shipped Early,6,null,890.84,-17.1,null,33.055,-96.7365
2011-03-30,Furniture,Brownsville,United States,Mark Packer,0.3,CA-2011-162089,78521,-9,7,Northwind Traders,127,Home Office,2011-04-01,First Class,Texas,Chairs,2,167,Shipped Late,1,null,127.3,-7.1,null,25.9221,-97.4612
2011-03-30,Furniture,San Francisco,United States,Guy Armstrong,0.15,CA-2011-131247,94110,-12,2,Alpine Ski House,206,Consumer,2011-04-04,Standard Class,California,Bookcases,5,270,Shipped Early,6,null,205.67,-5.9,null,37.7509,-122.4153
2011-03-30,Technology,Brownsville,United States,Mark Packer,0.2,CA-2011-162089,78521,88,7,Northwind Traders,252,Home Office,2011-04-01,First Class,Texas,Phones,2,330,Shipped Late,1,null,251.94,35,null,25.9221,-97.4612
2011-03-31,Furniture,Tampa,United States,Trudy Glocke,0.2,CA-2011-130428,33614,98,7,Fabrikam Inc,1125,Consumer,2011-03-31,Same Day,Florida,Chairs,0,1475,Shipped On Time,0,null,1125.49,8.8,null,28.0091,-82.5034
2011-03-31,Technology,Chicago,United States,Dorothy Dickinson,0.2,US-2011-104759,60610,14,2,Northwind Traders,80,Consumer,2011-04-04,Standard Class,Illinois,Accessories,4,105,Shipped Early,6,null,79.98,17.5,null,41.9033,-87.6336
2011-04-02,Furniture,Virginia Beach,United States,Anna Häberlin,0,CA-2011-160276,23464,46,2,Fabrikam Inc,178,Corporate,2011-04-08,Standard Class,Virginia,Furnishings,6,233,Shipped On Time,6,null,177.68,26,null,36.7978,-76.1759
2011-04-02,Technology,Athens,United States,Rob Dowd,0,CA-2011-164315,30605,294,7,Fabrikam Inc,1050,Consumer,2011-04-08,Standard Class,Georgia,Phones,6,1376,Shipped On Time,6,null,1049.93,28,null,33.9321,-83.3525
2011-04-03,Technology,Los Angeles,United States,Katrina Edelman,0,CA-2011-112291,90008,22,3,Alpine Ski House,62,Corporate,2011-04-08,Standard Class,California,Accessories,5,82,Shipped Early,6,null,62.31,36,null,34.0116,-118.3411
2011-04-03,Technology,Los Angeles,United States,Katrina Edelman,0,CA-2011-112291,90008,58,2,Alpine Ski House,160,Corporate,2011-04-08,Standard Class,California,Accessories,5,210,Shipped Early,6,null,159.98,36,null,34.0116,-118.3411
2011-04-04,Furniture,Detroit,United States,Maurice Satty,0,CA-2011-133228,48205,2,1,Northwind Traders,5,Consumer,2011-04-09,Standard Class,Michigan,Furnishings,5,7,Shipped Early,6,null,5.47,43,null,42.4313,-82.9813
2011-04-04,Technology,Lafayette,United States,Ken Black,0,CA-2011-149538,70506,43,2,Fabrikam Inc,100,Corporate,2011-04-08,Standard Class,Louisiana,Accessories,4,131,Shipped Early,6,null,99.98,43,null,30.2077,-92.0656
2011-04-05,Technology,Alexandria,United States,Greg Maxwell,0,CA-2011-102988,22304,8,1,Fabrikam Inc,29,Corporate,2011-04-09,Second Class,Virginia,Phones,4,38,Shipped Late,3,null,28.99,29,null,38.8149,-77.121
2011-04-06,Furniture,Los Angeles,United States,Andy Yotov,0,CA-2011-102652,90049,13,7,Alpine Ski House,33,Corporate,2011-04-12,Standard Class,California,Furnishings,6,43,Shipped On Time,6,null,33.11,39,null,34.066,-118.474
2011-04-06,Furniture,Los Angeles,United States,Andy Yotov,0,CA-2011-102652,90049,16,2,Alpine Ski House,92,Corporate,2011-04-12,Standard Class,California,Furnishings,6,121,Shipped On Time,6,null,91.96,17,null,34.066,-118.474
2011-04-06,Furniture,Philadelphia,United States,Shirley Daniels,0.4,US-2011-118486,19143,-36,3,A Datum Corporation,155,Home Office,2011-04-08,First Class,Pennsylvania,Tables,2,203,Shipped Late,1,null,154.76,-23.3,null,39.9448,-75.2288
2011-04-06,Furniture,Seattle,United States,Scott Cohen,0,CA-2011-169803,98115,111,3,Alpine Ski House,654,Corporate,2011-04-12,Standard Class,Washington,Tables,6,856,Shipped On Time,6,null,653.55,17,null,47.6849,-122.2968
2011-04-06,Technology,Los Angeles,United States,Frank Hawley,0,CA-2011-153808,90004,132,3,Alpine Ski House,300,Corporate,2011-04-10,Second Class,California,Accessories,4,393,Shipped Late,3,null,299.97,44,null,34.0762,-118.3029
2011-04-06,Technology,Philadelphia,United States,Shirley Daniels,0.2,US-2011-118486,19143,22,2,A Datum Corporation,117,Home Office,2011-04-08,First Class,Pennsylvania,Accessories,2,153,Shipped Late,1,null,116.78,18.8,null,39.9448,-75.2288
